model,embedding_file,embedding_dim,doc_count,query_count,strategy,anchor_count,top_k,pool_size,mean_recall,all_top_k_contained,any_hit,anchor_select_seconds,signature_build_seconds,search_ms_per_query
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_row_zscore,256,10,100,0.9405000000000001,0.606,1.0,0.00017010001465678215,0.02852679998613894,0.8275641000363976
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_row_zscore,256,10,250,0.9851000000000001,0.877,1.0,0.00017010001465678215,0.02852679998613894,0.8275641000363976
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_row_zscore,256,10,500,0.997,0.974,1.0,0.00017010001465678215,0.02852679998613894,0.8275641000363976
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_row_zscore,256,10,1000,0.9997999999999999,0.998,1.0,0.00017010001465678215,0.02852679998613894,0.8275641000363976
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,50,0.8945000000000001,0.401,1.0,0.10964369995053858,0.01872599998023361,0.7631404000567272
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,100,0.9570000000000001,0.706,1.0,0.10964369995053858,0.01872599998023361,0.7631404000567272
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,250,0.9887,0.907,1.0,0.10964369995053858,0.01872599998023361,0.7631404000567272
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,500,0.9979,0.979,1.0,0.10964369995053858,0.01872599998023361,0.7631404000567272
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,1000,0.9996,0.996,1.0,0.10964369995053858,0.01872599998023361,0.7631404000567272
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_row_zscore,256,10,50,0.8962,0.411,1.0,0.1728889000369236,0.03570710006169975,0.7548656000290066
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_row_zscore,256,10,100,0.9596000000000001,0.717,1.0,0.1728889000369236,0.03570710006169975,0.7548656000290066
